"Hugo_Symbol"	"mut_count"	"missense_mut_count"
"2546"	"DAO"	1	0
"2547"	"DAOA"	1	1
"2548"	"DAP3"	3	3
"2549"	"DAPK1"	4	3
"2550"	"DAPK2"	1	1
"2551"	"DARC"	1	1
"2552"	"DARS"	1	1
"2553"	"DARS2"	1	1
"2554"	"DAZAP1"	1	0
"2555"	"DBC1"	4	4
"2556"	"DBH"	4	3
"2557"	"DBN1"	2	1
"2558"	"DBNDD2"	1	0
"2559"	"DBX2"	2	2
"2560"	"DCAF11"	2	2
"2561"	"DCAF12"	2	2
"2562"	"DCAF12L1"	3	3
"2563"	"DCAF12L2"	2	2
"2564"	"DCAF13"	2	2
"2565"	"DCAF17"	4	4
"2566"	"DCAF4L1"	1	1
"2567"	"DCAF4L2"	7	7
"2568"	"DCAF5"	1	1
"2569"	"DCAF8"	1	1
"2570"	"DCAF8L1"	3	3
"2571"	"DCAF8L2"	1	1
"2572"	"DCBLD1"	1	1
"2573"	"DCC"	7	6
"2574"	"DCDC2B"	1	1
"2575"	"DCDC5"	3	2
"2576"	"DCHS1"	3	3
"2577"	"DCHS2"	8	7
"2578"	"DCLK1"	2	2
"2579"	"DCLK2"	1	1
"2580"	"DCLK3"	1	1
"2581"	"DCLRE1C"	5	5
"2582"	"DCP1A"	1	1
"2583"	"DCST1"	5	3
"2584"	"DCT"	3	1
"2585"	"DCTN1"	1	0
"2586"	"DCTN4"	2	2
"2587"	"DCUN1D2"	2	2
"2588"	"DDAH1"	1	1
"2589"	"DDB1"	3	3
"2590"	"DDB2"	1	1
"2591"	"DDC"	1	1
"2592"	"DDHD2"	1	1
"2593"	"DDI1"	1	1
"2594"	"DDI2"	1	1
"2595"	"DDIT4L"	2	2
"2596"	"DDN"	1	1
"2597"	"DDR1"	1	1
"2598"	"DDR2"	6	6
"2599"	"DDRGK1"	1	1
"2600"	"DDX10"	1	0
"2601"	"DDX11"	3	2
"2602"	"DDX11L8"	2	1
"2603"	"DDX12"	6	6
"2604"	"DDX17"	2	2
"2605"	"DDX20"	2	2
"2606"	"DDX21"	2	2
"2607"	"DDX23"	1	1
"2608"	"DDX24"	2	2
"2609"	"DDX26B"	2	2
"2610"	"DDX27"	2	1
"2611"	"DDX31"	2	2
"2612"	"DDX39"	1	0
"2613"	"DDX3X"	2	2
"2614"	"DDX4"	1	1
"2615"	"DDX41"	2	2
"2616"	"DDX42"	2	2
"2617"	"DDX43"	2	1
"2618"	"DDX46"	1	1
"2619"	"DDX49"	2	2
"2620"	"DDX5"	2	0
"2621"	"DDX50"	3	3
"2622"	"DDX51"	1	0
"2623"	"DDX53"	2	2
"2624"	"DDX55"	3	3
"2625"	"DDX56"	1	1
"2626"	"DDX58"	1	1
"2627"	"DDX60"	1	1
"2628"	"DDX60L"	2	2
"2629"	"DEAF1"	2	1
"2630"	"DECR1"	1	1
"2631"	"DEF6"	1	1
"2632"	"DEFA4"	1	1
"2633"	"DEFB1"	1	1
"2634"	"DEFB112"	1	1
"2635"	"DEFB113"	2	2
"2636"	"DEFB114"	1	1
"2637"	"DEFB115"	1	1
"2638"	"DEFB118"	1	1
"2639"	"DEFB119"	1	1
"2640"	"DEFB129"	1	0
"2641"	"DEGS1"	2	2
"2642"	"DENND1A"	3	1
"2643"	"DENND1B"	6	6
"2644"	"DENND1C"	2	1
"2645"	"DENND2C"	1	1
"2646"	"DENND2D"	2	2
"2647"	"DENND3"	3	3
"2648"	"DENND4A"	1	1
"2649"	"DENND4C"	3	2
"2650"	"DENND5A"	1	0
"2651"	"DENND5B"	3	3
"2652"	"DEPDC1"	1	0
"2653"	"DEPDC1B"	1	1
"2654"	"DEPDC4"	3	3
"2655"	"DEPDC5"	1	1
"2656"	"DEPDC7"	2	1
"2657"	"DET1"	2	1
"2658"	"DFFB"	2	2
"2659"	"DFNA5"	3	1
"2660"	"DFNB31"	2	2
"2661"	"DGAT1"	1	0
"2662"	"DGAT2"	1	1
"2663"	"DGAT2L6"	1	1
"2664"	"DGCR14"	2	2
"2665"	"DGCR2"	1	1
"2666"	"DGCR5"	2	0
"2667"	"DGKA"	3	2
"2668"	"DGKB"	1	0
"2669"	"DGKD"	1	1
"2670"	"DGKE"	2	1
"2671"	"DGKG"	7	5
"2672"	"DGKH"	1	1
"2673"	"DGKI"	6	5
"2674"	"DGUOK"	1	0
"2675"	"DHCR24"	1	1
"2676"	"DHDH"	1	1
"2677"	"DHH"	1	1
"2678"	"DHPS"	2	2
"2679"	"DHRS12"	1	1
"2680"	"DHRS13"	2	2
"2681"	"DHRS2"	3	2
"2682"	"DHRS4"	1	1
"2683"	"DHRS4L2"	1	1
"2684"	"DHRS7"	1	1
"2685"	"DHRS7C"	1	1
"2686"	"DHRS9"	2	0
"2687"	"DHTKD1"	3	3
"2688"	"DHX15"	2	1
"2689"	"DHX16"	1	1
"2690"	"DHX30"	4	2
"2691"	"DHX32"	4	3
"2692"	"DHX33"	1	1
"2693"	"DHX34"	1	1
"2694"	"DHX36"	1	1
"2695"	"DHX37"	4	2
"2696"	"DHX38"	2	2
"2697"	"DHX40"	1	1
"2698"	"DHX57"	3	3
"2699"	"DHX58"	2	2
"2700"	"DHX8"	1	1
"2701"	"DIAPH2"	1	1
"2702"	"DIAPH3"	1	1
"2703"	"DICER1"	2	2
"2704"	"DIDO1"	4	3
"2705"	"DIO3OS"	1	0
"2706"	"DIP2A"	2	2
"2707"	"DIP2B"	4	4
"2708"	"DIP2C"	3	1
"2709"	"DIRAS2"	2	2
"2710"	"DIRC1"	1	1
"2711"	"DIRC2"	2	2
"2712"	"DIS3"	1	1
"2713"	"DIS3L"	2	1
"2714"	"DISC1"	1	1
"2715"	"DISP1"	2	1
"2716"	"DISP2"	3	2
"2717"	"DIXDC1"	1	1
"2718"	"DKC1"	2	2
"2719"	"DKFZP434H168"	1	0
"2720"	"DKFZp434L192"	1	0
"2721"	"DKFZp451A211"	1	0
"2722"	"DKFZp686A1627"	2	0
"2723"	"DKFZP686I15217"	1	0
"2724"	"DKFZp761E198"	2	1
"2725"	"DKFZP779L1853"	1	0
"2726"	"DKK2"	1	1
"2727"	"DKK3"	1	1
"2728"	"DKK4"	1	1
"2729"	"DKKL1"	1	1
"2730"	"DLAT"	1	1
"2731"	"DLC1"	5	4
"2732"	"DLD"	1	1
"2733"	"DLEC1"	2	2
"2734"	"DLG1"	6	3
"2735"	"DLG2"	1	1
"2736"	"DLG3"	1	1
"2737"	"DLG5"	2	2
"2738"	"DLGAP1"	2	2
"2739"	"DLGAP2"	3	3
"2740"	"DLGAP3"	1	1
"2741"	"DLGAP4"	6	6
"2742"	"DLK1"	1	1
"2743"	"DLL1"	1	1
"2744"	"DLL4"	1	1
"2745"	"DLX1"	1	1
"2746"	"DLX4"	1	1
"2747"	"DLX5"	3	1
"2748"	"DLX6"	1	1
"2749"	"DMBT1"	5	5
"2750"	"DMC1"	2	1
"2751"	"DMD"	16	13
"2752"	"DMGDH"	4	2
"2753"	"DMKN"	4	2
"2754"	"DMP1"	1	0
"2755"	"DMPK"	1	1
"2756"	"DMRT1"	1	0
"2757"	"DMRT3"	1	1
"2758"	"DMRTA1"	2	2
"2759"	"DMRTC1"	1	1
"2760"	"DMWD"	1	1
"2761"	"DMXL1"	10	9
"2762"	"DMXL2"	3	2
"2763"	"DNA2"	2	2
"2764"	"DNAH1"	7	6
"2765"	"DNAH10"	7	6
"2766"	"DNAH11"	9	8
"2767"	"DNAH12"	7	7
"2768"	"DNAH14"	3	0
"2769"	"DNAH17"	10	7
"2770"	"DNAH2"	11	10
"2771"	"DNAH3"	10	10
"2772"	"DNAH5"	8	7
"2773"	"DNAH6"	11	10
"2774"	"DNAH7"	11	10
"2775"	"DNAH8"	8	7
"2776"	"DNAH9"	13	12
"2777"	"DNAI2"	1	0
"2778"	"DNAJA3"	2	1
"2779"	"DNAJA4"	1	0
"2780"	"DNAJB1"	1	1
"2781"	"DNAJB13"	1	1
"2782"	"DNAJB3"	2	2
"2783"	"DNAJB4"	1	1
"2784"	"DNAJB5"	1	0
"2785"	"DNAJB7"	1	1
"2786"	"DNAJB8"	1	1
"2787"	"DNAJC1"	1	0
"2788"	"DNAJC10"	1	1
"2789"	"DNAJC11"	3	2
"2790"	"DNAJC13"	3	3
"2791"	"DNAJC14"	2	2
"2792"	"DNAJC15"	1	1
"2793"	"DNAJC2"	2	1
"2794"	"DNAJC22"	1	1
"2795"	"DNAJC25-GNG10"	1	1
"2796"	"DNAJC27"	2	0
"2797"	"DNAJC28"	2	2
"2798"	"DNAJC3"	2	2
"2799"	"DNAJC30"	1	1
"2800"	"DNAJC5"	1	1
"2801"	"DNAJC6"	3	2
"2802"	"DNAJC9"	3	3
"2803"	"DNAL1"	1	1
"2804"	"DNALI1"	2	1
"2805"	"DNASE1L2"	1	0
"2806"	"DNASE1L3"	1	1
"2807"	"DNASE2"	2	1
"2808"	"DND1"	1	1
"2809"	"DNER"	1	1
"2810"	"DNHD1"	5	5
"2811"	"DNM1"	2	2
"2812"	"DNM2"	1	1
"2813"	"DNM3"	3	3
"2814"	"DNMBP"	4	4
"2815"	"DNMT1"	1	1
"2816"	"DNMT3A"	3	3
"2817"	"DNMT3B"	1	1
"2818"	"DNPEP"	2	1
"2819"	"DNTT"	3	3
"2820"	"DNTTIP1"	1	1
"2821"	"DOC2A"	1	1
"2822"	"DOCK10"	4	4
"2823"	"DOCK11"	9	7
"2824"	"DOCK2"	4	3
"2825"	"DOCK3"	2	1
"2826"	"DOCK4"	4	3
"2827"	"DOCK5"	3	1
"2828"	"DOCK6"	3	1
"2829"	"DOCK7"	5	3
"2830"	"DOCK8"	4	3
"2831"	"DOCK9"	3	3
"2832"	"DOK3"	2	2
"2833"	"DOK4"	1	1
"2834"	"DOK5"	3	2
"2835"	"DOK6"	1	1
"2836"	"DOK7"	2	2
"2837"	"DOLK"	1	1
"2838"	"DOPEY1"	4	2
"2839"	"DOPEY2"	6	5
"2840"	"DOT1L"	5	4
"2841"	"DPAGT1"	2	1
"2842"	"DPCR1"	3	3
"2843"	"DPEP1"	4	4
"2844"	"DPF1"	1	1
"2845"	"DPH1"	1	1
"2846"	"DPP10"	2	2
"2847"	"DPP3"	3	3
"2848"	"DPP4"	3	3
"2849"	"DPP6"	1	1
"2850"	"DPP7"	1	1
"2851"	"DPP8"	2	1
"2852"	"DPPA2"	1	1
"2853"	"DPPA3"	1	1
"2854"	"DPRX"	2	0
"2855"	"DPY19L1"	1	1
"2856"	"DPY19L2"	2	0
"2857"	"DPY19L3"	3	3
"2858"	"DPY19L4"	1	1
"2859"	"DPYD"	1	1
"2860"	"DPYS"	1	1
"2861"	"DPYSL2"	2	2
"2862"	"DPYSL4"	1	1
"2863"	"DPYSL5"	2	2
"2864"	"DQX1"	1	1
"2865"	"DRAM1"	1	1
"2866"	"DRD2"	1	1
"2867"	"DRD3"	1	1
"2868"	"DRD4"	1	1
"2869"	"DRG1"	2	2
"2870"	"DRGX"	1	1
"2871"	"DRP2"	2	2
"2872"	"DSC2"	4	4
"2873"	"DSC3"	1	0
"2874"	"DSCAM"	3	3
"2875"	"DSCAML1"	7	4
"2876"	"DSCR6"	1	1
"2877"	"DSE"	7	7
"2878"	"DSEL"	3	2
"2879"	"DSG1"	2	2
"2880"	"DSG3"	5	2
"2881"	"DSG4"	2	1
"2882"	"DSP"	7	6
"2883"	"DSPP"	8	5
"2884"	"DST"	14	9
"2885"	"DSTYK"	2	2
"2886"	"DTD1"	1	1
"2887"	"DTHD1"	1	1
"2888"	"DTL"	1	1
"2889"	"DTNB"	2	1
"2890"	"DTNBP1"	1	1
"2891"	"DTWD1"	1	1
"2892"	"DTWD2"	1	1
"2893"	"DTX1"	4	4
"2894"	"DTX2"	2	2
"2895"	"DTX4"	1	1
"2896"	"DULLARD"	2	2
"2897"	"DUOX1"	4	4
"2898"	"DUOX2"	1	0
"2899"	"DUPD1"	2	1
"2900"	"DUS3L"	3	3
"2901"	"DUSP10"	1	1
"2902"	"DUSP13"	2	2
"2903"	"DUSP16"	4	0
"2904"	"DUSP21"	1	1
"2905"	"DUSP22"	1	1
"2906"	"DUSP26"	1	1
"2907"	"DUSP27"	3	3
"2908"	"DUSP4"	1	0
"2909"	"DUSP6"	1	1
"2910"	"DUSP7"	1	1
"2911"	"DUSP9"	1	1
"2912"	"DUXA"	2	2
"2913"	"DVL1"	2	2
"2914"	"DVL3"	1	1
"2915"	"DYDC1"	1	1
"2916"	"DYDC2"	2	0
"2917"	"DYNC1H1"	7	5
"2918"	"DYNC1I1"	2	2
"2919"	"DYNC1I2"	2	2
"2920"	"DYNC1LI2"	2	2
"2921"	"DYNC2H1"	8	5
"2922"	"DYNC2LI1"	1	0
"2923"	"DYNLL1P1"	1	1
"2924"	"DYNLT3"	1	1
"2925"	"DYRK1A"	7	7
"2926"	"DYRK1B"	1	1
"2927"	"DYRK2"	1	1
"2928"	"DYRK3"	1	1
"2929"	"DYSF"	5	4
"2930"	"DYSFIP1"	1	1
"2931"	"DYTN"	3	3
"2932"	"DZIP1L"	1	1
"2933"	"DZIP3"	3	3
"2934"	"E2F1"	2	2
"2935"	"E2F3"	1	0
"2936"	"E2F4"	2	0
"2937"	"E2F5"	1	1
"2938"	"E2F6"	1	0
"2939"	"E2F8"	1	1
"2940"	"EAF2"	1	1
"2941"	"EARS2"	4	3
"2942"	"EBF1"	1	0
"2943"	"EBF2"	2	2
"2944"	"EBF4"	1	1
"2945"	"EBP"	1	1
"2946"	"EBPL"	1	0
"2947"	"ECD"	2	2
"2948"	"ECE1"	3	2
"2949"	"ECE2"	5	5
"2950"	"ECEL1"	2	2
"2951"	"ECH1"	1	0
"2952"	"ECHDC1"	1	1
"2953"	"ECHDC2"	1	0
"2954"	"ECHDC3"	1	1
"2955"	"ECHS1"	1	1
"2956"	"ECM1"	3	3
"2957"	"ECM2"	4	3
"2958"	"ECT2"	2	1
"2959"	"EDA"	2	2
"2960"	"EDA2R"	1	1
"2961"	"EDAR"	1	1
"2962"	"EDC3"	1	1
"2963"	"EDC4"	2	1
"2964"	"EDDM3A"	2	2
"2965"	"EDEM1"	1	1
"2966"	"EDEM2"	1	1
"2967"	"EDEM3"	3	2
"2968"	"EDN1"	2	2
"2969"	"EDN2"	1	1
"2970"	"EDN3"	1	1
"2971"	"EDNRA"	1	1
"2972"	"EDNRB"	1	1
"2973"	"EEA1"	3	2
"2974"	"EED"	3	3
"2975"	"EEF1A1"	1	0
"2976"	"EEF1B2"	1	1
"2977"	"EEF1D"	1	1
"2978"	"EEF2"	2	2
"2979"	"EEF2K"	4	2
"2980"	"EEFSEC"	1	1
"2981"	"EEPD1"	1	1
"2982"	"EFCAB2"	2	1
"2983"	"EFCAB3"	1	1
"2984"	"EFCAB4A"	1	0
"2985"	"EFCAB4B"	1	1
"2986"	"EFCAB5"	2	2
"2987"	"EFCAB6"	1	1
"2988"	"EFCAB7"	2	1
"2989"	"EFCAB8"	1	1
"2990"	"EFEMP1"	5	3
"2991"	"EFHA2"	3	3
"2992"	"EFHB"	2	2
"2993"	"EFHC1"	2	2
"2994"	"EFHC2"	5	5
"2995"	"EFHD2"	1	0
"2996"	"EFNA3"	1	1
"2997"	"EFNB1"	1	1
"2998"	"EFNB2"	1	1
"2999"	"EFR3A"	2	1
"3000"	"EFR3B"	2	2
"3001"	"EFS"	2	2
"3002"	"EFTUD1"	2	2
"3003"	"EFTUD2"	3	3
"3004"	"EGF"	2	2
"3005"	"EGFL6"	1	0
"3006"	"EGFLAM"	3	3
"3007"	"EGFR"	5	5
"3008"	"EGR1"	1	1
"3009"	"EGR2"	1	1
"3010"	"EGR3"	3	0
"3011"	"EHBP1"	1	1
"3012"	"EHD1"	1	1
"3013"	"EHD2"	2	2
"3014"	"EHD3"	1	0
"3015"	"EHF"	1	1
"3016"	"EHHADH"	2	2
"3017"	"EHMT1"	3	3
"3018"	"EID3"	1	1
"3019"	"EIF1AD"	1	1
"3020"	"EIF1AX"	2	1
"3021"	"EIF2A"	1	1
"3022"	"EIF2AK1"	1	0
"3023"	"EIF2AK3"	1	0
"3024"	"EIF2B1"	1	1
"3025"	"EIF2B2"	1	1
"3026"	"EIF2B3"	1	1
"3027"	"EIF2B5"	1	1
"3028"	"EIF2C1"	3	3
"3029"	"EIF2C3"	4	2
"3030"	"EIF2C4"	3	3
"3031"	"EIF2S1"	1	1
"3032"	"EIF2S2"	1	1
"3033"	"EIF2S3"	1	1
"3034"	"EIF3A"	2	2
"3035"	"EIF3B"	1	1
"3036"	"EIF3E"	1	1
"3037"	"EIF3G"	1	1
"3038"	"EIF3H"	2	0
"3039"	"EIF3I"	4	3
"3040"	"EIF3K"	1	1
"3041"	"EIF3L"	1	1
"3042"	"EIF3M"	1	1
"3043"	"EIF4A2"	5	3
"3044"	"EIF4A3"	2	2
"3045"	"EIF4B"	1	1
"3046"	"EIF4ENIF1"	2	2
"3047"	"EIF4G1"	1	1
"3048"	"EIF4G2"	1	1
"3049"	"EIF4G3"	2	1
"3050"	"EIF5"	2	2
"3051"	"EIF5B"	2	2
"3052"	"ELAC2"	2	2
"3053"	"ELANE"	1	1
"3054"	"ELAVL1"	2	2
"3055"	"ELF1"	5	2
"3056"	"ELF2"	1	1
"3057"	"ELF3"	2	2
"3058"	"ELFN2"	1	1
"3059"	"ELK1"	2	2
"3060"	"ELK3"	1	1
"3061"	"ELL"	3	3
"3062"	"ELL2"	3	2
"3063"	"ELL3"	2	2
"3064"	"ELMO1"	1	1
"3065"	"ELMO2"	2	0
"3066"	"ELMOD1"	1	1
"3067"	"ELMOD2"	1	1
"3068"	"ELMOD3"	1	1
"3069"	"ELN"	3	3
"3070"	"ELOVL3"	3	2
"3071"	"ELOVL5"	3	2
"3072"	"ELOVL6"	2	2
"3073"	"ELP2"	2	2
"3074"	"ELP3"	1	0
"3075"	"ELTD1"	4	3
"3076"	"EMB"	2	2
"3077"	"EMID1"	1	1
"3078"	"EMID2"	1	1
"3079"	"EMILIN2"	2	2
"3080"	"EMILIN3"	1	0
"3081"	"EML2"	2	2
"3082"	"EML3"	2	1
"3083"	"EML4"	5	2
"3084"	"EML5"	6	4
"3085"	"EML6"	3	3
"3086"	"EMR1"	2	2
"3087"	"EMR2"	6	5
"3088"	"EMR3"	2	2
"3089"	"EMX2"	1	1
"3090"	"EMX2OS"	1	0
"3091"	"EN1"	1	1
"3092"	"ENAH"	1	1
"3093"	"ENAM"	3	3
"3094"	"ENC1"	1	1
"3095"	"ENDOU"	2	2
"3096"	"ENG"	2	1
"3097"	"ENGASE"	2	2
"3098"	"ENO1"	1	1
"3099"	"ENO3"	2	2
"3100"	"ENOPH1"	1	1
"3101"	"ENOSF1"	1	1
"3102"	"ENOX1"	3	2
"3103"	"ENOX2"	3	3
"3104"	"ENPEP"	2	1
"3105"	"ENPP1"	4	2
"3106"	"ENPP2"	5	5
"3107"	"ENPP3"	2	2
"3108"	"ENPP4"	3	3
"3109"	"ENPP5"	1	1
"3110"	"ENPP6"	1	1
"3111"	"ENPP7"	1	1
"3112"	"ENSA"	2	2
"3113"	"ENSG00000005206"	1	1
"3114"	"ENSG00000099251"	3	3
"3115"	"ENSG00000099389"	1	1
"3116"	"ENSG00000105694"	1	1
"3117"	"ENSG00000105889"	1	1
"3118"	"ENSG00000118976"	1	1
"3119"	"ENSG00000120555"	1	1
"3120"	"ENSG00000123908"	5	5
"3121"	"ENSG00000130612"	1	1
"3122"	"ENSG00000135477"	1	1
"3123"	"ENSG00000136149"	1	1
"3124"	"ENSG00000138018"	1	1
"3125"	"ENSG00000140181"	1	1
"3126"	"ENSG00000145832"	1	0
"3127"	"ENSG00000146677"	1	1
"3128"	"ENSG00000151539"	1	1
"3129"	"ENSG00000154251"	1	1
"3130"	"ENSG00000154898"	2	1
"3131"	"ENSG00000160229"	1	0
"3132"	"ENSG00000163386"	3	3
"3133"	"ENSG00000166492"	1	0
"3134"	"ENSG00000166763"	1	0
"3135"	"ENSG00000166787"	2	2
"3136"	"ENSG00000168738"	1	1
"3137"	"ENSG00000169325"	1	1
"3138"	"ENSG00000170089"	2	2
"3139"	"ENSG00000171101"	1	1
"3140"	"ENSG00000173213"	2	1
"3141"	"ENSG00000173818"	1	1
"3142"	"ENSG00000175985"	1	1
"3143"	"ENSG00000176540"	1	0
"3144"	"ENSG00000178069"	1	0
"3145"	"ENSG00000178110"	1	1
"3146"	"ENSG00000178130"	1	1
"3147"	"ENSG00000179038"	2	2
"3148"	"ENSG00000179821"	1	1
"3149"	"ENSG00000180574"	1	1
"3150"	"ENSG00000180662"	1	1
"3151"	"ENSG00000180923"	3	2
"3152"	"ENSG00000181359"	1	0
"3153"	"ENSG00000181943"	4	4
"3154"	"ENSG00000181950"	2	2
"3155"	"ENSG00000181984"	1	1
"3156"	"ENSG00000182208"	1	1
"3157"	"ENSG00000182315"	1	1
"3158"	"ENSG00000183199"	1	0
"3159"	"ENSG00000183470"	1	1
"3160"	"ENSG00000183666"	1	1
"3161"	"ENSG00000185040"	1	1
"3162"	"ENSG00000185182"	2	1
"3163"	"ENSG00000185372"	1	1
"3164"	"ENSG00000185864"	2	1
"3165"	"ENSG00000186082"	3	3
"3166"	"ENSG00000186232"	2	2
"3167"	"ENSG00000186445"	2	2
"3168"	"ENSG00000186629"	3	3
"3169"	"ENSG00000186921"	1	1
"3170"	"ENSG00000187812"	1	1
"3171"	"ENSG00000187900"	3	2
"3172"	"ENSG00000188014"	3	1
"3173"	"ENSG00000188403"	2	2
"3174"	"ENSG00000188447"	2	2
"3175"	"ENSG00000188474"	1	1
"3176"	"ENSG00000188971"	1	1
"3177"	"ENSG00000196094"	1	1
"3178"	"ENSG00000196758"	1	1
"3179"	"ENSG00000196922"	1	1
"3180"	"ENSG00000197025"	1	1
"3181"	"ENSG00000197041"	1	0
"3182"	"ENSG00000197309"	3	2
"3183"	"ENSG00000197511"	1	1
"3184"	"ENSG00000198580"	1	1
"3185"	"ENSG00000199240"	2	0
"3186"	"ENSG00000199407"	1	0
"3187"	"ENSG00000199769"	1	0
"3188"	"ENSG00000199911"	1	0
"3189"	"ENSG00000199963"	1	0
"3190"	"ENSG00000200168"	1	0
"3191"	"ENSG00000200238"	1	0
"3192"	"ENSG00000200254"	1	0
"3193"	"ENSG00000200424"	1	0
"3194"	"ENSG00000200463"	1	0
"3195"	"ENSG00000200579"	1	0
"3196"	"ENSG00000200756"	1	0
"3197"	"ENSG00000201006"	1	0
"3198"	"ENSG00000201129"	1	0
"3199"	"ENSG00000201595"	1	0
"3200"	"ENSG00000201741"	2	0
"3201"	"ENSG00000201793"	1	0
"3202"	"ENSG00000202077"	1	0
"3203"	"ENSG00000202205"	1	0
"3204"	"ENSG00000202217"	1	0
"3205"	"ENSG00000202240"	1	0
"3206"	"ENSG00000203291"	1	0
"3207"	"ENSG00000203355"	1	0
"3208"	"ENSG00000204038"	1	1
"3209"	"ENSG00000204455"	1	1
"3210"	"ENSG00000204597"	1	1
"3211"	"ENSG00000205011"	1	1
"3212"	"ENSG00000205036"	1	1
"3213"	"ENSG00000205046"	1	1
"3214"	"ENSG00000205307"	1	1
"3215"	"ENSG00000205333"	1	1
"3216"	"ENSG00000205482"	1	1
"3217"	"ENSG00000205533"	1	0
"3218"	"ENSG00000205653"	1	1
"3219"	"ENSG00000205794"	1	1
"3220"	"ENSG00000205976"	2	2
"3221"	"ENSG00000206193"	1	1
"3222"	"ENSG00000206587"	2	0
"3223"	"ENSG00000206593"	1	0
"3224"	"ENSG00000206649"	1	0
"3225"	"ENSG00000206750"	3	0
"3226"	"ENSG00000206753"	1	0
"3227"	"ENSG00000206769"	1	0
"3228"	"ENSG00000206772"	1	0
"3229"	"ENSG00000206833"	1	0
"3230"	"ENSG00000206981"	2	0
"3231"	"ENSG00000207022"	1	0
"3232"	"ENSG00000207049"	1	0
"3233"	"ENSG00000207053"	1	0
"3234"	"ENSG00000207212"	1	0
"3235"	"ENSG00000207242"	1	0
"3236"	"ENSG00000207310"	1	0
"3237"	"ENSG00000207422"	1	0
"3238"	"ENSG00000207433"	1	0
"3239"	"ENSG00000207490"	1	0
"3240"	"ENSG00000207502"	1	0
"3241"	"ENSG00000207858"	2	0
"3242"	"ENSG00000209082"	1	0
"3243"	"ENSG00000210082"	11	0
"3244"	"ENSG00000210117"	1	0
"3245"	"ENSG00000210127"	1	0
"3246"	"ENSG00000210140"	1	0
"3247"	"ENSG00000210174"	1	0
"3248"	"ENSG00000210191"	1	0
"3249"	"ENSG00000210195"	7	0
"3250"	"ENSG00000210196"	3	0
"3251"	"ENSG00000211459"	5	0
"3252"	"ENSG00000211513"	3	0
"3253"	"ENSG00000211515"	1	0
"3254"	"ENSG00000211562"	1	0
"3255"	"ENSG00000212024"	1	0
"3256"	"ENSG00000212228"	1	0
"3257"	"ENSG00000212257"	1	0
"3258"	"ENSG00000212558"	1	0
"3259"	"ENSG00000212604"	1	0
"3260"	"ENSG00000212643"	2	2
"3261"	"ENSG00000212664"	2	1
"3262"	"ENSG00000213701"	2	2
"3263"	"ENSG00000213777"	1	1
"3264"	"ENSG00000213926"	1	0
"3265"	"ENSG00000213974"	1	1
"3266"	"ENSG00000213976"	1	1
"3267"	"ENSG00000213985"	1	1
"3268"	"ENSG00000214210"	3	1
"3269"	"ENSG00000214311"	1	1
"3270"	"ENSG00000214328"	1	1
"3271"	"ENSG00000214394"	1	1
"3272"	"ENSG00000214433"	1	1
"3273"	"ENSG00000214564"	1	1
"3274"	"ENSG00000214571"	1	1
"3275"	"ENSG00000214605"	1	1
"3276"	"ENSG00000214627"	1	1
"3277"	"ENSG00000214676"	1	0
"3278"	"ENSG00000214679"	1	0
"3279"	"ENSG00000214754"	2	2
"3280"	"ENSG00000214784"	1	1
"3281"	"ENSG00000214896"	1	1
"3282"	"ENSG00000214982"	1	0
"3283"	"ENSG00000215099"	1	0
"3284"	"ENSG00000215147"	3	3
"3285"	"ENSG00000215512"	2	2
"3286"	"ENSG00000215769"	1	1
"3287"	"ENSG00000215976"	2	0
"3288"	"ENSG00000216173"	1	0
"3289"	"ENSG00000218227"	1	1
"3290"	"ENSG00000218327"	1	1
"3291"	"ENSG00000219061"	2	2
"3292"	"ENSG00000220161"	1	0
"3293"	"ENSG00000220987"	1	0
"3294"	"ENSG00000220997"	1	0
"3295"	"ENSG00000221101"	1	0
"3296"	"ENSG00000221123"	1	0
"3297"	"ENSG00000221138"	2	0
"3298"	"ENSG00000221243"	1	0
"3299"	"ENSG00000221247"	1	0
"3300"	"ENSG00000221452"	1	0
"3301"	"ENSG00000221474"	1	0
"3302"	"ENSG00000221734"	2	0
"3303"	"ENSG00000222037"	1	1
"3304"	"ENSG00000222088"	2	0
"3305"	"ENSG00000222189"	1	0
"3306"	"ENSG00000222301"	1	0
"3307"	"ENSG00000222354"	1	0
"3308"	"ENSG00000222777"	1	0
"3309"	"ENSG00000222806"	2	0
"3310"	"ENSG00000222830"	4	0
"3311"	"ENSG00000223035"	1	0
"3312"	"ENSG00000223124"	1	0
"3313"	"ENSG00000223128"	2	0
"3314"	"ENSG00000223274"	1	0
"3315"	"ENSG00000223468"	1	1
"3316"	"ENSG00000223709"	2	2
"3317"	"ENSG00000224113"	1	1
"3318"	"ENSG00000224306"	1	0
"3319"	"ENSG00000224435"	2	0
"3320"	"ENSG00000224476"	1	1
"3321"	"ENSG00000224625"	1	0
"3322"	"ENSG00000225101"	1	1
"3323"	"ENSG00000225607"	1	0
"3324"	"ENSG00000225672"	1	0
"3325"	"ENSG00000225683"	1	1
"3326"	"ENSG00000225705"	3	3
"3327"	"ENSG00000225802"	2	2
"3328"	"ENSG00000225846"	3	3
"3329"	"ENSG00000225853"	1	0
"3330"	"ENSG00000226232"	1	1
"3331"	"ENSG00000226315"	1	0
