	PX	PY	PZ	X	Y	Z	Reaction1	Reaction2	Reaction3	Reaction4	Reaction5	Reaction6	Reaction7	Reaction8	Reaction9	Reaction10	Reaction11	Reaction12
182.0	72.37968941494361	668.3924610921206	875.4897361351897	0.22041486634134552	16.343050526822168	0.8400279253689623	0.07638997157900042	5.664069697207757	0.29113149403055816	1.5277994315800083	113.28139394415514	5.822629880611164	5.016977764777268	46.32943499135263	60.68432422112772	0.09243081160522024	7.041736517110971	0.1369525200159158
184.0	66.09736619176698	811.9630348108643	771.2502785999462	0.25741557431569756	19.157159956653736	0.5881170728274105	0.08921343978457241	6.6393657057452105	0.2038258454347438	1.7842687956914485	132.7873141149042	4.0765169086948765	4.581520301826153	56.28098882980473	53.458995611762504	0.11039877574934523	8.06369243018869	0.10255736586758003
186.0	61.18186650971625	973.6414664237221	677.8574399045692	0.30618763514706543	21.983325257814474	0.4231324653078593	0.1061165480122528	7.618839960893168	0.14664653766576077	2.122330960245056	152.37679921786335	2.9329307533152154	4.240803827260476	67.48768373278536	46.98549732914347	0.13399689059287878	9.004362446938192	0.08049823699572177
188.0	57.63112460148263	1150.0013869539853	594.8239631701721	0.370277277812323	24.62704130173361	0.3154897471463777	0.12832832557051163	8.535082121914987	0.10934041436504087	2.5665665114102327	170.70164243829976	2.1868082873008174	3.9946851530016585	79.71202190071816	41.23005530008975	0.1649181271977805	9.773674780374874	0.06621470015500952
190.0	55.49590342717487	1335.2705030746406	521.4113269496822	0.45428066344654666	26.85575695241814	0.24529641539383454	0.1574416805254376	9.30749610668589	0.08501325936584879	3.148833610508752	186.14992213371784	1.7002651873169758	3.8466828993173268	92.55389844910468	36.141479118719204	0.20534661937899518	10.276602031654612	0.056870680065373394
192.0	54.88842149509634	1521.2783540779785	456.7656476460429	0.5641296670165602	28.420501897683472	0.19943768117406455	0.19551244408137472	9.849795380238938	0.06911983320160806	3.9102488816274947	196.99590760477875	1.3823966640321612	3.804575460471192	105.44698019760249	31.660582084249203	0.25808777152384105	10.425559326303123	0.05070566603731506
194.0	55.993890479073876	1697.746725178871	400.00672502643073	0.7074412935717488	29.08711266440673	0.16939211553668232	0.2451804690254691	10.080825066981502	0.05870683364666793	4.9036093805093826	201.61650133963005	1.1741366729333587	3.881200731415242	117.67883558626147	27.726353365708775	0.3267227946266785	10.156463010945211	0.046627230261805847
196.0	59.08559647428958	1853.0234357043357	350.27937131302366	0.8939368960762974	28.678482619128065	0.14968112946735485	0.3098149195568972	9.939204685093006	0.05187552643666258	6.196298391137944	198.78409370186014	1.0375105287332516	4.095501460785647	128.44179699699632	24.279515863393254	0.41578988598585076	9.448775387330032	0.043958623084635426
198.0	64.54389928844687	1975.3323428215617	306.78231221548475	1.1359308039791913	27.126071382112105	0.13681275405355683	0.3936836170446842	9.401179949089412	0.047415687368432075	7.873672340893684	188.02359898178824	0.9483137473686415	4.4738421814132	136.91960440956368	21.26452947578241	0.5309852799923741	8.34645983986921	0.04228424103039962
200.0	72.87948340223267	2054.536095680501	268.78192490946043	1.448872028166733	24.519190048274336	0.12858458744968063	0.5021407806579703	8.497703725787412	0.044564022127104926	10.042815613159407	169.95407451574826	0.8912804425420986	5.05162084409229	142.40959020795773	18.630543343646742	0.679371374427813	6.968083091101552	0.041355717702388835
