	PX	PY	PZ	X	Y	Z	Reaction1	Reaction2	Reaction3	Reaction4	Reaction5	Reaction6	Reaction7	Reaction8	Reaction9	Reaction10	Reaction11	Reaction12
160.0	275.85898206255763	73.25046722055737	1848.3153507649113	0.14113474035585702	1.3826470872294527	23.576376655492794	0.04891357367836111	0.47918896511125797	8.170949503287071	0.9782714735672222	9.583779302225159	163.41899006574144	19.121087564879833	5.077335482862803	128.11545741683645	0.04402979197822709	0.6471573290883358	6.91408564245885
162.0	241.92100763887052	84.09301752245855	1895.8394239675572	0.13344434052830287	1.764696122079584	20.682083138959158	0.04624828419943719	0.6115970707822663	7.1678638079379615	0.9249656839887438	12.231941415645327	143.35727615875925	16.768686436310407	5.828883800047022	131.4095751517503	0.04333553174020123	0.8275281956493256	5.559752659571994
164.0	212.30036599057541	99.1648388632405	1895.929541957259	0.12916408768081564	2.254498371905699	17.275798069391293	0.04476486160277746	0.7813495950317111	5.98733536186076	0.8952972320555492	15.626991900634223	119.7467072372152	14.715540011821183	6.873582846873644	131.41582165479826	0.04333426459599142	1.0574376460660264	4.223930719605202
166.0	186.47693294866838	119.48468590115202	1850.7738681531712	0.12755214988365568	2.8786551077871674	13.762530597181273	0.04420620653310774	0.9976658358835803	4.7697296404030896	0.8841241306621549	19.953316717671605	95.3945928080618	12.925596031283545	8.282047315247416	128.28586885643944	0.04399256054186652	1.3483170945226313	3.0502958885983955
168.0	163.99094696918266	146.31273810779308	1767.314243487387	0.12824437706898276	3.6680889048624303	10.499246314653853	0.04444611419401595	1.2712627412243054	3.638761490503357	0.888922283880319	25.42525482448611	72.77522981006715	11.366986252904447	10.141626189942244	122.50088850367149	0.04534464179110812	1.7129378568159446	2.1141974267166397
170.0	144.43940189114517	181.17150917632577	1655.428824686605	0.13116069721375348	4.657333184828237	7.716406678133067	0.045456833736994946	1.6141086829959814	2.6743027665009342	0.909136674739899	32.28217365991963	53.48605533001869	10.01177641826121	12.557852078336046	114.74558224491841	0.04748768058399338	2.164735043558921	1.4230174237000126
172.0	127.47200359254398	225.848164599276	1525.741487168348	0.1364542087159651	5.882735321575398	5.502017882126731	0.04729142502350476	2.038800701065195	1.9068540911932725	0.9458285004700951	40.7760140213039	38.13708182386545	8.835685989049908	15.65460185266266	105.75634100940783	0.050584788941328895	2.716520248527283	0.9415068596387867
174.0	112.78721918162874	282.3633040428425	1387.8640181736787	0.14449432837285514	7.379067895533735	3.834518397259831	0.050077918159273725	2.557390053474809	1.328942807932946	1.0015583631854745	51.147801069496175	26.578856158658922	7.8178142978942535	19.57193280908869	96.1994031197682	0.054874381404909925	3.378379625311726	0.6196049267385401
176.0	100.12883047424845	352.8865600054361	1249.432640614294	0.15588088813884476	9.174048307209912	2.6318689372453585	0.054024199058310234	3.1794828592316446	0.91213626672746	1.0804839811662046	63.58965718463289	18.2427253345492	6.940401653599004	24.460232412526597	86.60407121413652	0.060685707232521216	4.15462552155016	0.4101824228011245
178.0	89.2832445243212	439.5764567314424	1115.869589731359	0.1714765706649734	11.280469787752654	1.7927568546749697	0.05942925074425727	3.909512914386198	0.6213221796237354	1.1885850148851453	78.19025828772396	12.426443592474708	6.188642921327741	30.46911816239301	77.34618599948743	0.06846113923486781	5.03987423687414	0.27612546751337397
180.0	80.07772009608638	544.3242099143013	990.6038027604966	0.19246207554886535	13.686180933865684	1.2216910865316652	0.0667022725157056	4.743268863471139	0.42340586607231995	1.3340454503141121	94.86537726942278	8.4681173214464	5.550564591027074	37.72967914126177	68.66342329353984	0.07878644858585096	6.014692863160232	0.19097279480103463
